,user,date,rating,review
390,Anonymous,10-Nov-16,8,"very nice game to spend many hours either alone or in company, closely followed by the developers with some updates though sometimes a bit too unbalanced. He recommended for person who likes to play as a team but with a lot of patience"
393,Anonymous,03-Nov-16,0,"Toxic community af. In every single match can find a guy who flame/troll or trying to f@ck up your game. In the beginning it was a good game but is just a ""poison"" for the gaming community,and the worst is that the riot is do nothing against these people."
396,Anonymous,02-Oct-16,0,Game is bad + Matchmaking is dumb + toxic people + trolls no thanks......................................................................................................................................................
399,Anonymous,14-Sep-16,7,"If you want to learn french, get flamed and reported for everything what you do and  like to throw out tons of money for skins, than is LoL the perfect game for you!"
401,Anonymous,10-Sep-16,9,"I started to play the game 4 years ago and I haven't stopped playing since. I love this game because it is a complex game that adjusts to your skill level. The one negative about it is the people on the game can sometimes be degrading and some people get bothered by that. But, all in all great game!"
404,Anonymous,10-Aug-16,0,"its like csgo: but instead of angry russians, you can understand what their saying....................................................................................."
406,Anonymous,25-Jul-16,10,do not know why but I can not stop playing the best of the best I worth what others think for me the best there mobasi no les gusta mejor vayan a jugar su overwatch
416,Anonymous,18-Jun-16,0,"Very bad relation user-programer because:-Camping is everything in this game-You bought a skin, now they change the splash, the skills, where is my money?-Mirror matches will result in headache-Has no game modes and no custom feature for custom matches-Really weak development for mouse"
419,Anonymous,31-May-16,3,"Bad Game, terrible Graphic, imba heroes, poor optimization servers, mods and really toxic community i feel sick... this is not a real video-game its just a joke and waste of time, really guys if you want a good moba try with another forget about this thing called League of Legends."
420,Anonymous,21-May-16,8,"This is my most played/favorite game. It can be a bit frustrating sometimes, but I still enjoy playing it. The pro scene is amazing and I love watching it."
421,Anonymous,21-May-16,7,"Not the best MOBA ever, but has a few good characters. I do feel that it can be annoying playing the same map over and over again. Again like every other moba, this game has a toxic community. It just seems to come with the genre and maybe from the latest generation of gamers."
422,Anonymous,01-May-16,10,"Easily one of my favorite games ever. Basically every 40 minutes being thrown into a competitive game, then refreshing and doing it again is very fun and refreshing."
423,Anonymous,26-Apr-16,10,"Dropped out of college, ruined my relationship, became extremely antisocial but at the end i did manage to get to diamond, so all in all worth. 10/10."
426,Anonymous,19-Apr-16,2,"This game is not good. I'm disappointed with LOL playing. DOTA 2 and HOTS bring better options MOBA'S for playing. The Community is very toxic, and do not help in learning beginners."
427,Anonymous,17-Apr-16,0,worst game ever played...a waste of time.............................................................................................................................
429,Anonymous,17-Apr-16,3,"No me gusta practicamente nada.Pocos mapas,es muy lento,pocos personajes y si quieres mas compralos.Yo cuando lo jugue me gusto por 1 semana y ya aburre.Es una opinion personal"
430,Anonymous,16-Apr-16,1,"If your gonna have a MOBA with over 100 characters to play atleast try to balance them out. Its pathetic how some champions are just dead due to the fact that the kits they have are ""Not for the current meta"". Riot should have stopped in 2013."
431,Anonymous,08-Apr-16,9,I have been playing league for some time now and i love it and i hate it! it a really fun game to play but only when i am playing a group with friends
432,Anonymous,05-Apr-16,5,"League of Legends is an okay-ish RTS game, especially for those new in the genre. It's just that there ain't too much of a difference between characters, play styles, effects, buffs, skills, and whatnot. I find it having a significant lack of ""variety"" between its game play elements."
433,Anonymous,01-Apr-16,4,"This game was fun when it launched but not now. Heroes are mostly rip-off from DotA, making it looks like an alternative version of it which made for kids. It's hard to find an adult who treats you like a real human and talks with you without using any insulting word, community is pretty bad. Nevertheless, it's sad to see that a game like League of Legends wasted its potential."
435,Anonymous,25-Mar-16,0,The community is not good... it's a good concept but i hate this game because of this COMMUNITY TOO MUCH NOOBS AND TOXI. ranked are worst everybody is toxic
436,Anonymous,25-Mar-16,0,"Community of crying kids that just want to troll and make your time go to waste.I have been played this game for almost 5 years but I finally quitted after giving it more tries than it deserves.I will try new MOBA games as paragon and maybe overwatch, In the meanwhile you can find me playing team fortress 2, fapping or maybe doing something useful.Spoiler alert:REPORT pls!!!!"
438,Anonymous,11-Mar-16,0,"Have played this game for four fxxxing years. I feel so bad about this game. No improve for the sxxtty client, no clan system, no banning system. If you get a troll, you will suffer for freaking 30-40 mins. Don't play it, if you are worried about your health. This game will give you cancer."
442,Anonymous,24-Feb-16,6,"When you first start out, it becomes really addicting but this game involves a lot of grinding for IP (in-game currency). Took me a about month to get a certain amount of IP to get the champion I wanted. Grinding so much really took the fun out of playing it. But it is certainly a better experience with 4-5 friends. Also, too many OP Champions and a lot of balancing issues."
444,Anonymous,11-Feb-16,7,"Fun, addictive , quite content to which you will have enough hours , promotes competitiveness and encourages decision-making satisfactory experience ... but empty, it's a shame it as Flapibird , really missing the story , he produced no innovation and toxic community detracts many points."
447,Anonymous,05-Feb-16,1,So many child play this game.Ppl who play this game so rude didn't respect to the supportand the game play kind of bad.. more of that this game need pay to win
451,Anonymous,30-Jan-16,0,Dota 2 > LoLRussians > French................................................................................................................................................
454,Anonymous,16-Jan-16,0,"This cancer gave me the utmost disbelief in my own faith in the ability for apes to create a game, I honestly thought that this game made by baboons would be alright, then again it didnt work. Matchmaking gives me a failing trust in computers."
457,Anonymous,10-Jan-16,0,"I dont know what is worst this game or the things I have heard about it. Sounds really idiot, sounds really idiot, feels like idiot and is really idiot. Not worth of playing. Useless."
464,Anonymous,08-Dec-15,8,"Good game, funny, competitive...The game its free, and you can spend a lot of hours free, you can pay for skins (only visual upgrades) and for  double PI and PX and champs, if you wasn't buy it with PI, you earn PI playing.You Must Start Play League of Legends the only bads things about this game are the servers/ragers/Op Items or Champs"
465,Anonymous,06-Dec-15,0,"The best MMO game ever+THE WORST  game made for make money and btw makes you lose a lot of time playing. If you are competitive, i don't recommend you to download this game because the amout of toxic player that are in rankeds games is uncontable."
467,Anonymous,17-Nov-15,10,"I got over 16.000 hours of game play and all i can say is:it's alright.but yeah fun game and all, super addictive ruined my life... can't stop playing..... and yeah 10/10"
472,Anonymous,07-Nov-15,0,"This game is for noobs, it requires no skill at all, it is a dogs*** game. You get free wards, u can look at the other teams items in the scoreboard, free tps, you can see when the other team has their ult or not. The game is worthless. Trashcan. Only noobs play it"
473,Anonymous,05-Nov-15,8,I love League of Legends and i've been playing it for a while. I dont give it a 10 because the community do not deserve it. Too much rage which is hard to ignore sometimes. Apart from that its amazing what you can do there. So many things to learn and to improve.
475,Anonymous,18-Oct-15,0,"The community is horrible, expect to lose your sanity as every game, there are 9 other kids who want to **** your mother. Add to that the fact that starting is so difficult due to over priced champions and unfair mechanics for newcomers. Riot dont give a **** either, they just want your monies for their stupid skins."
477,Anonymous,16-Oct-15,9,"I've played hundreds of hours of this game and there's always some new nuance to learn and explore, plus it's mad fun to watch. This is the game I come back to when there's nothing good out."
478,Anonymous,01-Oct-15,9,"Tier 1+ An excellent introduction before moving on to DotA 2+ A ""diverse"" range of ""engaging"" abilities and ""champions""? Kept me ""entertained"" for several years running, consuming hundreds of hours AND dollars- Genuinely terrible yet Stockholm syndrome-inducing pricing and progression model- Pls nerf Irelia"
481,Anonymous,10-Sep-15,0,"I played 1 game in Casual as Ashe. Everyone blamed me for losing just because I was playing Ashe. The game in itself is not that bad ,but the community just kills it ,and drives you away. I did play 1 game in Ranked once I was able to from playing VS AI ,and DAMN the community is just toxic. The entire team was just fighting. I mean ,that's just ,annoying ,and unfriendly."
482,Anonymous,09-Sep-15,4,Just hate LoL i know it's one of the most popular games and most guys play it because of the multiplayer but i hate it. I tried to play it but i'm very bad at it. Just hate it. I give it 4 only for the beatiful environment of the game.
487,Anonymous,04-Aug-15,1,They couldn't build this game with balance that is why they are nerfing and buffing heroes all the time and the graphics when there is a game like Dota 2 why do you even bother to play this.
488,Anonymous,22-Jul-15,0,"If I had to put how I feel about this game into four words, I would use the words that have gripped my heart for centuries to come. They come to me on those tireless nights, as I writhe upon my sheets. ""It's League of Legends."""
490,Anonymous,08-Jul-15,10,"What do I have to say about this game, its amazing it just keeps you pulled in you tell yourself one game and I get off, next thing you know you;re playing 5 or more games!"
491,Anonymous,02-Jul-15,0,just a really bad game with a really bad community behind a really bad company. not much to say here. Riot just wants your money so they keep creating really unoriginal content to get you to purchase RP.
492,Anonymous,30-Jun-15,0,"This game used to be fun and innovative. That was years ago. Since then, the game has devolved into pure trash. Every shred of potential has been completely and utterly squandered."
493,Anonymous,28-Jun-15,10,"Oh my God, why LOL has here more that 800 Negative reviews it's rly good game if someone dont like MOBA style game just dont play it it's so easy guys :D"
494,Anonymous,23-Jun-15,10,"Best game I ever player, I can't go a day without playing league of legends. The large Champion selection gives each players their own choice of which kind of champ they want to play, instead of everyone playing the same ten champs"
495,Anonymous,23-Jun-15,0,"Israf,zaman kaybi,cop,para tuzagi daha aciklamama gerek kalmadi.Cok kotu arkadaslar hic zamaninizi bosa harcamayin yani uzulursunuz ilerde bosa giden zamanlariniza."
496,Anonymous,21-Jun-15,2,"In the beginning it was fun.But after a few years it's just more crap. There come new champions are far too strong. Patching all too moronic. And the prices in the shop are getting worse.League of Legends has become no longer a game that should be fun, but a money machine."
498,Anonymous,05-Jun-15,10,people are so stupid with there reports on this game negative people say this is a bad game / mod there rongif you don't play over 20 games before you stop plz don't coment
500,Anonymous,03-Jun-15,1,"so many bugs and problens, the tech part of this game is a very old, i'm live in 2015I forget the 90s, plis, so ugly, I refuse to speak about the size of this game....useless..."
503,Anonymous,01-May-15,6,"One of the most fun MOBA games I have ever played! Tons of Champion, unique Skins and Abilities. The champion Lore is really cool also. Riot games have done an amazing job with this game. They always impress me with the new skins and gamemode they release! The only bad thing about this game is the community and how TOXIC some people can be. (Overall: 7/10)"
505,Anonymous,29-Apr-15,0,"One of the most overrated games, by far. Quite possibly the least fun game there is, and one of the worst.First off, the community is TERRIBLE. Since it's an online game the community is a huge part of it, but God, it's bad.Gameplay. The game's target audience is autistic nerds with triple glasses that can't have fun because the adrenaline rush might kill them. That's how fun it is."
506,Anonymous,22-Apr-15,8,"Amazing ! I just got 3500 RP code for totally FREE ! Come and download code too, its just that simple as doing a few steps to get your code.>> http://RiotPoint.eu/"
507,Anonymous,21-Apr-15,6,"http://lolfreerp.com/ - Free riot points! Check out this page with free RP codes :) Only three steps in 5 mins and you will get your code free!! VISIT, DOWNLOAD AND ENJOY BETTER GAME!"
508,Anonymous,04-Apr-15,1,Without a doubt the worst game that I have ever played. Recommended only if you want to commit suicide as it will make you hate yourself and everything else in the world
509,Anonymous,03-Apr-15,1,"I test, Is equal dota but more simple, too much publicity, much RatBoy, graphics hurt your eyes, are cutesy, kitsche, and highly generic, its unappealing to anime fans, easy and boring."
515,Anonymous,18-Mar-15,3,My first couple of games were good until I joined a game and was reported by 4 players simply because I was new and didn't know league terminology. They need to sort their crap out.
521,Anonymous,14-Feb-15,7,7/10.........................................................................................................................................................
524,Anonymous,01-Feb-15,10,A very good game with many updates . It is my favourite game because I play with my friends and it has many players and items . Also I think it is the best game for the kind  of these games .
525,Anonymous,30-Jan-15,1,"so, i've been playing this game for a while now, and i gotta tell you it sucks, at most this is a waste of battery life, and i know the developers only want you to play so you can ""invest"" in new champions and skins, no this game sucks ass"
526,Anonymous,29-Jan-15,9,nine because the game is fun and addicting with many strategies you can make and champions have different skill sets. not 10 because they need to solve the lag in the game. ty
528,Anonymous,25-Jan-15,0,"They made copy cat. World of warcraft rogue, warrioir gage. and stats. Absolutely same. And Dota style. I think that originality is very important to review."
532,Anonymous,11-Jan-15,0,"Awful game. Repetitive gameplay, totally unbalanced champions, only one real map. I know people are saying this game is funny with friend but they should probably play better game which are funniest like Awesomenauts. The ""Hardcore gamers"" shoulden't loose their time on this and probably should go play Dota 2"
533,Anonymous,07-Jan-15,0,"Worst community i've ever seen in a Game. It becomes unplayable, specially in Brazil, where 90% of players start calling your mother something before the match even starts. Listen to me, it's not worth playing, you are only going to screw the rest of your day."
537,Anonymous,02-Jan-15,7,"The game was executed quite well, and there are many who love it. But personally I really don't enjoy it.There are loads of negative and annoying factors in this game. Like being forced to last hit all minions or just go **** youself because you just lost. Only some characters being viable, while others are just absolutely useless. And way more.So all I can give this game is a 7."
538,Anonymous,27-Dec-14,10,"I play this game now for a long time and it is still  the best online games i've ever played, and I'm sure that I will play this game for the next 5 years"
539,Anonymous,25-Dec-14,8,"Great game but after playing 3k hours of DotA LoL seems very easy and casual to me, which is great because its very relaxing. The hate must stop games like Dota, LoL and Smite are amazing when you know what you're doing."
540,Anonymous,24-Dec-14,8,"This game is battle arena based. This game is like dota in warcraft but with diffrent name, item, and champions. The game is too short but have many improvement."
541,Anonymous,23-Dec-14,0,"These **** ass **** regulate and control free speech and then create a formm that has discussions mocking the people who are having issues with other people. It's a **** ass **** club and they do not care about teamwork, or communication like they boast. They ban people because the CEO of this game is control issues like a little **** ass child."
543,Anonymous,21-Dec-14,9,"Being the only game i play, also a  (team based) PvP and forgivable Free-to-Play approach will easily hook you on hours upon hours. With a massive selection of characters with different abilities and roles, gives you many options. However it has a unforgivable player-base that every game has due to the horrible mentality our society has. Anyway it's worth checking out"
544,Anonymous,18-Dec-14,2,I've played this game and i hated it it is always the same thing you click to attack press a button on you're keyboard for magic and that's it. I expected a good game with action. Everyone likes games with chaos.
548,Anonymous,10-Dec-14,10,"It's a great game , no need to pay to win. Always updates , champions and championships.Only thing is paid skins to beautify the champions .All F2P games should follow the model of the League of Legends"
550,Anonymous,05-Dec-14,0,Horrible community. Its like all the corruption and evil condensed into one game. And that game is League of Legends. Their community is so horrible and evil. They will make u immadietly rage quit your match and directly unninstalling it. Just like i did just now
552,Anonymous,03-Dec-14,0,"I loved this game until they stole my money , i contacted customer service about 35 times  in order for them to return my money but they didn't help me out with it, RIOT games rapes people that is what i figured it out  so far"
554,Anonymous,28-Nov-14,5,"There are many Pro and Cons, the main ones:Game is fun with friends playing causally. If you play solo prepare to get disappointed/frustrated as there are many trolls/team griefers. Ranked is very competitive and often the playerbase is very toxic and abusive to bad performances. The graphic just got updated so it's pretty nice. Lots of new updates/Champions to keep the game fresh."
557,Anonymous,16-Nov-14,3,"I guess it's alright for a free game, and some people like it, but if you're anything like me, you'll hate it. Repetitive, unbalanced, **** controls and essentially pay-to-win mechanics make this game pretty crap."
561,Anonymous,04-Nov-14,10,"This is one of the best games I've ever played in my entire 30 year gaming life. It's a action/shooter/strategic multiplayer-mixed-genre game. I've played LOL 4 years since it launced 2011. I'm not interested in the rift anymore. but, I still play the abyss somtimes. Again, LOL is the one of the best game for the entire gaming history like WOW, COD4."
565,Anonymous,23-Oct-14,10,"This game is an excellent game. If you're interested in getting better perhaps you should check out Challenger Support player Benign Sentinel's stream. He's extremely helpful, knowledgeable and positive with a wide range of characters. Check out his stream at www.twitch.tv/eroticles"
566,Anonymous,23-Oct-14,9,"League is the best free to play MOBA out there. Developer Riot continues to patch, upgrade and surprise their players. A lot of game modes and a constant flow of new characters and skins make this a game to be played for years to come."
568,Anonymous,21-Oct-14,10,"I've played very close to 1100 hours of this game by now, and that number is only going up. You'll only ever know you enjoy it if you play it and try for yourself. For me, that absurd amount of time should speak for itself."
570,Anonymous,13-Oct-14,9,"I'm playing this game for 4 years now, starting early season 1 and all I can say is that this is an amazing game with a horrible community, but all you have to do is to find 4 friends to play and mute the other team and this is certainly my most important pvp experience I ever found in an online game."
572,Anonymous,10-Oct-14,0,No diretide 2013daed gaemGIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO GIVE DIRETIDE VOLVO
574,Anonymous,07-Oct-14,10,"Addictive game that you will never get sick of.  Always new features added to mix things up, and ranked gaming allows you to strive for something.  Highly recommend."
578,Anonymous,25-Sep-14,2,It can be fun... but i find this one very childish... like little cartoons. I rather play Smite. In this game you can find ragers like in every other game...
579,Anonymous,22-Sep-14,0,"This third-person shooter is even worse than the Defense of the Ancients map on Warcraft III, and I never liked D.O.T.A. at all. This is an awful game played by many pretentious dirtbags."
581,Anonymous,20-Sep-14,6,"One thing I like about the League, is that it has a clear, fluid gameplay, unlike some of the other MOBA I've tried. It's nothing special, but good enough to kill some time."
583,Anonymous,16-Sep-14,5,"Not a bad game, but it doesn't mean that is a really good game.This is a MOBA arcade fire-like, unfair system and expensive stuff (you can buy with points of the game but the game obey you play more and more to get that points, you can also get points with real money), has a cartooned kids style and the people love this game beacause is fun, but not for me."
585,Anonymous,09-Sep-14,8,League of Legends has been the most popular MOBA game for the past four or five years. I don't really need to praise it.It does have some issues. The main one being that new players don't have access to a large champion pool or runes that veterans might have.
587,Anonymous,09-Sep-14,7,"Let's be honest, part of the hate against the game seems to be backed by the fact that many do not know how to build their champions and misunderstand the basic dynamics of the game expecting a non MOBA experience. Hence the distaste towards the game. Its a decent at best good experience."
597,Anonymous,11-Aug-14,10,"Constantly being developed, balanced and are very dedicated to their community, this game is not for those who are rubbish, it takes lots of time to adjust to. REMEMBER DO NOT RATE THE GAME BASED ON IT'S HORRIBLE TOXIC COMMUNITY IN LOWER LEVELS, THAT IS NOT LEAGUES FAULT!"
605,Anonymous,20-Jul-14,10,"As a game, this is near perfect for me. The playerbase is at times extremely hostile, but the game itself is very good. This is one of the best games to play with friends."
607,Anonymous,17-Jul-14,9,The game is a lot of fun and super addictive. The game is now super vast with over 100 different characters to play as. Riot continues to update and revise the game frequently especially when one of the characters is over powered.The game is great and really competitive (its also free) so why not try it out?
610,Anonymous,12-Jul-14,10,"This game contains more than a hundred different heroes, 4 very different maps and a horrible community. The game itself is amazing. It's really well made and the champions are unique and most of them are fun to play. The only problem with this game is that most players act like retards. But as long as you just mute the scumbags you will love it."
612,Anonymous,10-Jul-14,0,Really boring and easy game.I can't enjoy this brat game LoL.Heroes are too artificial.Too many heroes appear in this game and hero picks are really hard.Worst MOBA ever.
614,Anonymous,07-Jul-14,0,"Its hit the point of DDoS or 9 of 10 people trolling that this game is virtually unplayable.I have been playing since this game was in beta and for a long while this game was great, now it is just terrible to play with. Riot cares little of the players and only of their ""balance"" that generally breaks the game as opposed to fixing it.. Dont waste your time."
620,Anonymous,05-Jul-14,0,"Outstanding Potential, but then the line of success was broken by the community. Everything is the communities' fault, as well as unbalanced teams, and not to mention, why should you have to win so many matches to rank up? That's like if you were on a tightrope from France to New York, I'm DEAD serious.RIP"
621,Anonymous,30-Jun-14,0,"Absolutely fantastic game ruined by the community.  So many toxic players and trolls, its unbelievable.  The ranking system is an absolute joke and does not reward players for skill, but rather luck.  Find something else to play.  I would give the game an 8 or 9 rating, but can't with due to the community.  It is horrible and completely ruins the experience."
622,Anonymous,29-Jun-14,10,"I play this game for almost 3 years. One of best games i ever played. And I cant belive how someone could actualy hate on one of best games ever. Realy, I wonder where all those objective reviews comes from ..."
624,Anonymous,23-Jun-14,3,Garbage Game for Brain-dead Children. There's a reason why Pewdiepie is the most popular channel on YouTube and League of Legends is the most popular game. People are idiots and the masses like terrible things.
625,Anonymous,20-Jun-14,0,"Really, what is this game about? Where is the fun? Why is this crap so popular? The battles are very boring and can last even for 1 hour. Sometimes the battles finish very early, because the game lets the noob players play in your team and makes you mad. I can't believe that millions of people are addicted to this crap, that it has the same fun like Microsoft PowerPoint... -_-"
626,Anonymous,16-Jun-14,9,"I love this game, although i wouldn't agree its for everyone. People complain about balancing problems, but riot is constantly fixing and updating them, they do listen to the community. If you've seen any tournaments you would realize this is a very competitive and enjoyable game."
629,Anonymous,08-Jun-14,1,After playing this game since the end of Season 2 and all the way till the summer of Season 4. I have not found a more stressful and toxic game in my life and on top of that the game's servers lag all the time. You're better off staying away from this growing fad called MOBA games. If you really have to play a moba play Dota 2 at least they know how to manage and run a game.
633,Anonymous,18-May-14,0,Pros:Easy to learnQuite funLarge player poolCons:Toxic communityHorrible graphicUnstable serverLocked champUnbalanceLack of strategyOverall: Suck game unless you want some fun with your friend
636,Anonymous,05-May-14,7,Amazing ! I just got 3500 RP code for totally FREE ! Come and download code too>> http://RiotPoint.eu/this is great and i think this is 150 characters long
640,Anonymous,29-Apr-14,7,HOW I RATE: 10-9 score: perfect or near-perfect don't exist; 8 score: one of the best games ever. Top score; 7-6 score: great but not one of the best; 5-below score: serious flaws.===========I hate the camera pan and no real autoattack. Diverse hero pool is diverse which is good.
642,Anonymous,28-Apr-14,8,ProsGood community( for a moba)Low learning curve (for a moba)Simple design and conceptFreeNot pay to winConsBad communityfocus on competitive play rather then average playersrepetitive
643,Anonymous,28-Apr-14,6,I have played this a good amount and thinks its a pretty good game. Tho i have switched to Dota 2 because i find it better. It still play LoL sometimes but not as much as Dota 2.
644,Anonymous,26-Apr-14,7,"This game is a lot of fun and addicting. I've spent many hours in it. Its hampered by a really crappy community and a terrible game client. For free, however, I can't complain. I bought some characters but haven't spent more than $20 I'd say. And for that price, I definitely got my money's worth."
646,Anonymous,24-Apr-14,5,"I've been a fan of this game since I started playing back in 2011. It didn't take long though for me to to grow tired of the horribly toxic community. The game plays well, the roster is nice but the community alone is more than enough to cause me not to play (unless I can get 4 friends). 4 friends playing? I'd throw it up to a 7 or 8. Playing solo? I'd rather chew aluminum foil."
647,Anonymous,22-Apr-14,0,"Poorly balanced, old graphics, rather boring, toxic community, and developers who don't care about the game, but rather about just making as much money as possible on it. Avoid at all costs. Play Dota 2, or any other Moba."
649,Anonymous,19-Apr-14,3,"Great game but the community destroys it... with no working punishment systems in place, players troll as a sport ruining the game for any and all. Does not welcome new players whatsoever. Extremely hateful player base."
651,Anonymous,10-Apr-14,4,"Some friends posted about this on Facebook, so I decided to to download it.Its not terrible but I just can't get into it no matter how much I try. Maybe I'm just spoiled by the many other much, much better games out there..."
654,Anonymous,03-Apr-14,0,"A pay to win oriented game, as runes give so much more early game advantage, not to mention the expanded champion pool.And plainly, the anti-competitive attitude by the developer makes me sick."
657,Anonymous,27-Mar-14,0,Stupid game circles map.Abominable press play.This seems to mimic the characters somewhere.Riot foam company that came up overnight.Game industry's disaster.
658,Anonymous,26-Mar-14,4,Its fine copy of DotA but nothing more. Popularize MOBA genre but this is just not bad game.+ Community is full of annoying kids so this game is unplayable without someone to party.
664,Anonymous,08-Mar-14,10,I played League of Legends for a while and never stopped! This awesome game is addictive and is surelyone of the best free downloadable games I've ever played!
665,Anonymous,01-Mar-14,0,They have the worst matchmaking. I can't believe any company would do such a big mistake to allow duo q option into a solo competitive mode. I'm talking about their ranked matchmaking. It sucks so much when you see high elo people carrying low elo friends through duo q.. ruining the fun for everyone.
671,Anonymous,12-Feb-14,6,"The game itself isn't bad at all, it's actually very fun. However, the community that ruins it completely. Seriously. It makes the game unplayable!!!!"
673,Anonymous,05-Feb-14,9,"Not many possible spells to cast, is much more fun when playing with friends. All around a great game that challenges the summoner to gear the champion and use strategic spell combinations in order to survive."
674,Anonymous,04-Feb-14,10,"Very enjoyable game. I spend hours playing this game every week. Excellent gameplay. The free-to-play model work fine, as no real money is needed to fully play this game. The ranked game allow to keep a goal even after hitting level 30. Riot put a lot of effort improving the community interaction with the tribunal."
675,Anonymous,04-Feb-14,0,"Many bugs , Server unstable , Horrible community ,... Only good to have fun with friends other wise forget it ! Then it is a copy of dota where Riot added a way to make money : Lock champions which i stupid but well...At least the game is not balanced at all, you will understand if you play against a Katarina ...."
677,Anonymous,21-Jan-14,10,"Always changing environment of people characters and new game modes. Great community of youtube streamers and helpful forums. able to be run on most any computer. Fun multiplayer, or  solo que modes."
678,Anonymous,11-Jan-14,2,"A cheap 3D remake of Pokemon from GameBoy Color. No actual skill required for playing, just choose the strongest hero. There are many games in this genre that are much better. Have seen worse games though."
679,Anonymous,04-Jan-14,10,I would highly recommend this highly popular moba that is driving forward the genre overall not Dota 2. The game is fun to play with friends and is a blast if you decide to play it competitively thanks to ranked que. Yes the games community can be frustrating but that is not from the games fault.  The amount of hours I have played on this game is insane and the best thing? Its free!
680,Anonymous,02-Jan-14,10,awesome made game...nice graphics and not too much requirements i give 10 because i like it DOTA is nothing compared with this so i recomend this in order  to enjoy playing some MOBA games
681,Anonymous,01-Jan-14,5,A very good game with good mechanics and very good carater design !But totaly ruined by the pathetic servers ever full and with lags or just crash !Do not give money  You will regret it  like me ...Simply play for free 
682,Anonymous,01-Jan-14,8,The game is pretty good but it has a terrible community. Every step you meet a flamer. The graphics are a bit childish. I admire Riot Games for the fact that with the number of characters they managed to keep the balance. Of course there are bugs but the MOBA game does not? Overall I would recommend and I wish you well for the future.
686,Anonymous,29-Dec-13,10,"Great game, not p2w nor as easy as same others say. The recent changes to the meta just made it better so that even supporting can net you a lot of gold."
690,Anonymous,25-Dec-13,0,awful game.. wasting time. This game is suck suck  suck suck suck suck suck suck suck suck suck suck suck suck suck suck suck suck suck suck suck suck suck
691,Anonymous,25-Dec-13,1,This game is fun but the community is just bad and you have to pay money to buy all the champions unlike Dota which cost 60 bucks  you don't have to pay anymore but for League Of Legends I spend about 200 bucks and I still don't have all the champs. I would just stay away from this game!!
692,Anonymous,25-Dec-13,9,gamae extremely fun ****nkwhndlnf wkwlakfnklwnfla wjlkwalAmazing  I just got 3500 RP code for totally FREE  Come and download code too>> http://RiotPoint.eu/
697,Anonymous,16-Dec-13,0,"I've been playing for awhile, and it get's boring easily. If you want to start playing this game, my advice is to NOT. This game is absolute crap, and is horrible."
702,Anonymous,13-Dec-13,0,"This 16-bit copy of DotA is awful, unplayable thing! It was made for donate and making it popular by advertising it. It's very slow and too easy to be eSports! I can't even give it 1 point of score!"
704,Anonymous,09-Dec-13,0,"Definetly not the best of games out there today ,cant complain to much about them graphics as I enjoy alot of older games with even worse graphics but some heroes are overpowered and this is like a BAD dota 2 copy. Its a game idea stolen from Blizzard and Blizzards alternative is more fun and better game."
705,Anonymous,08-Dec-13,0,"This game is really fun for little kids, aged 12 and under. This game is very boring and holds your hand all the way. You wont feel the excitment while playing. There is no challenge!"
709,Anonymous,29-Nov-13,0,I tried picking up the game multiple times with my buddies but we always lose interest.  Like many other moba's  the community is atrocious.  For people new to the game League of legends is essentially a pay to win game.  Graphics wise things looks great and the game would attract a much more diverse demographic if they get rid of the majority of NSFW aspects of the game.
714,Anonymous,21-Nov-13,10,Minecraft is one of the most revolutionary games out there. The open worlds are AMAZING. There is so much to do now with 1.7 just came out. It is so worth the cash. Go get it now.
715,Anonymous,20-Nov-13,10,"I've been playing this game for almost 3 years and it is just getting better each time. New champions every month and repairing bugs and changing things to make the game more balanced. Huge community, very accessible game and the tec need for this game are few, so you can play it anywhere. Excellent game."
717,Anonymous,19-Nov-13,0,"Welcome to Eu servers then you able to play 5 min of 25 min game and other time just froze. It is completely ruins game expirience. So if you want to play it, try US servers at least, or better just not even play this "
722,Anonymous,17-Nov-13,7,"Fun game but slightly spoiled by the communi. Even in non ranked games theres way top much pressure that when you get a bad match, others will really make you feel like rubbish. I'd recommend playing with a group of friends though so you can enjoy the awesome game"
723,Anonymous,17-Nov-13,1,"I have played both League of Legends, and Dota 2. They have similar ""plots,"" and the gameplay is very similar, but I believe Dota 2 to be superior in nearly every way; the graphics, soounds, character diversity, etc. There too much going on at any time in LoL for me to really like how it looks."
726,Anonymous,14-Nov-13,0,"Good for newbies and kids, but not really interesting if you're looking for a quality game to spend you time on. If you like MOBA games, perhaps you should avoid this shallow rip-off and look elsewhere."
727,Anonymous,14-Nov-13,0,"I can not understand how you would want to play a game that has NO free heros, but simply has a few that rotate and you can not get your own without paying money. ""free to play"" my butt."
731,Anonymous,12-Nov-13,0,"This game is bad in every way. Crumby graphics, bad programming and a greedy company abusing the ""Pay to Win"" BS. Blizzard is making a MOBA: Heroes of the Storm. For the sake of all us MOBA and Dota fans I hope they are the first one's to do the genre some ""right""."
732,Anonymous,12-Nov-13,0,"not so bad casual game but donkey  competitive, Not for hardcore playersThe mother of this genre is DotA from Warcraft III, If you want to experience the true game of this genre play Dota 2"
